,0,1,2,3,4,5,cover_type
0,5.1092543814504054,-0.20239681492389489,1.8706695197869583,0.37568508595302963,1.056001240204326,-1.01082630989936,3
1,-5.548209961028413,3.044541588441263,1.1982216594735862,-0.2890908871776089,-0.023963814789593793,-0.07753777210365584,7
2,-5.187956278296905,3.6679978105305566,0.7137770809259352,-1.2572342660899247,0.058928717070488815,-0.2666551940714362,7
3,1.4444432669090659,-1.4292246402131878,0.935322718572974,0.4580686926240722,0.23586831803976704,-1.961780811523647,2
4,-1.6248579950384119,-1.8429769825234534,-1.2163907931023625,1.4637618539031088,-1.0163724505068281,-0.06861882263549815,5
5,-0.31334065446116055,-2.124923944718884,0.2970027186608136,-2.3237687899514863,0.04655937770099644,-0.8876103019817714,5
6,4.194494203809133,2.0172400584672343,-2.521208126310878,-0.2665896906604884,0.26404407435925104,-1.469355307789155,4
7,3.404848623290385,0.5074382419969236,1.5642770794619838,1.052099333534528,-0.09546496589498318,-0.9560184390638822,6
8,-3.5392333759786503,-1.9996112459839757,-1.2587175431396813,2.171999068006655,-0.4758551888199334,0.9643345098859907,1
9,-2.1731141406349557,-0.864773870316006,-0.5102607540165182,-0.2425484183130212,-0.3463086110212625,-0.2439913377357371,2
10,4.3023900220582,-0.07759106612200097,2.260029209786451,0.9104370937215766,0.33455491432676326,-0.9377099916455994,6
11,2.6350188600124635,0.7870064477343045,1.222411420642012,1.2900989708020438,-0.21894752731997114,-1.3086338097338939,6
12,4.334491691422703,1.3478288993039347,-0.8550784107326383,0.25866512499174593,-0.2775771276296878,1.904859540223492,4
13,0.13846046499916453,-1.433434328343214,0.8186771839887192,-0.8495219871459052,-0.3292086480087839,0.46209954869417785,5
14,4.042085448377876,1.3036330018876114,-2.422369113075392,-1.2246843055295733,0.1310354405312884,-0.14903546573347368,4
15,-5.955341884222412,3.691701976233485,0.9546644695142482,0.12048563652236602,1.1786283850221724,-0.15981921054849066,7
16,4.665226153315758,0.2309203657859838,1.1944453138916606,0.4126722778422248,0.9696194820139803,-1.4018983976218629,4
17,-3.1519650855180457,-1.6124038139313854,-1.2199061138877103,1.8062031757901318,-1.0646405864974162,0.13986324911297,1
18,-1.7958607172884289,-1.7389903585374027,-0.51642183789761,-1.1019750676586784,-0.5136870483447694,-1.0105718191289959,2
19,-0.31511246539737237,-2.050326733805799,0.10063216409722738,1.1196945738626232,-0.613095626713261,-1.386173986410678,2
20,3.0260312180536184,0.681872824204069,1.033128173052227,0.7972266793049179,-0.07597826778576945,-1.0113008645083637,6
21,4.562682726593802,1.239455302871355,-0.672876952631134,0.09964106827926988,-0.5156445213423027,1.959239644355576,4
22,-1.0159094886651752,-2.312771056242694,-0.13301961741322205,-3.2076009514380623,-1.3260312189102523,0.32948346600419953,5
23,2.2676161110742843,-0.3179757699838286,-0.4810825099324322,-1.71307265054624,-0.2808461465068786,-1.2313218622549063,6
24,-2.591484487231916,-1.3913381652108407,-0.6800347235375522,-1.8453476960540762,-1.3742659262280592,-0.6399911318602881,1
25,3.9060567643103647,0.9193713960266415,-0.21341929243309843,0.7260153211272008,0.44177916604658735,-0.21160290674079765,4
26,0.8963186796566471,-0.16034064163941658,1.495582666747674,-0.3547436977239761,-1.565613899653489,3.899475355013264,5
27,-3.956894323083596,-1.2661930808175899,-0.37288783172897483,1.8085383861088968,-0.23747324194291514,0.5840188156313904,7
28,-3.4055674963922877,-1.0971427090923618,-0.7991343368454104,1.5264541467726764,-1.9395279586701257,-0.0788772284015748,1
29,-1.930659683046714,-1.5855644756070033,-0.5166309438535113,0.6412468809513272,0.9086257978718575,-0.09233808092530213,2
30,-1.8939254214569077,-1.7829751205942164,-0.5383753872883662,0.36420252260354036,0.37504022094016815,0.13817188221026092,2
31,3.0197610899290668,1.2145881639005691,-1.0835913372147996,0.8660624693514569,0.3705148072624042,-2.0391890695369983,6
