0,cover_type
2.9148491916978703,3
-4.400131627422678,7
0.10605388977509767,5
3.589220174688629,6
3.9377414144962986,3
3.082242234652602,3
-0.7027215799243627,5
-2.6736983343105916,1
-4.496660548024802,1
2.3969664885016004,2
-2.8831557391217038,2
3.6614339616670124,4
-2.445921996905607,1
0.42111600609335026,6
-4.975904886973704,7
3.4558237438348813,4
2.2555483122916846,3
2.514430455837349,3
2.0876792449296198,5
-3.689082108313048,7
-0.13604553741026731,5
4.596685969382577,4
3.9888375304583468,3
-1.0268203769080206,6
4.222677527307236,4
-3.024044023493144,1
2.7093645771641794,6
4.743501019401114,4
-4.783498411133904,7
1.6202536173084008,3
1.5314294877297399,3
-1.6860154359090336,2
-3.7398742037132164,1
-5.126243028512185,7
-4.75687806366865,7
3.917760166014231,3
1.1547108137401794,6
2.0571886353029476,3
-3.146217835791205,1
4.280222094896591,4
2.8839410726959267,6
3.7766507482615044,4
-5.736577507420507,7
-1.5632658903963361,2
-2.679776341638761,1
-3.1861411365886574,1
4.566176187887236,6
2.7379241438087636,6
-5.30852631997915,7
-1.8389428710162992,2
-2.293082787045734,1
4.203954281192537,4
0.31173851361510324,2
-3.1072929448421984,1
-2.2978675541396916,2
-1.8171570259339422,2
4.218171946813392,3
2.958676111588214,3
-0.04768134719542129,3
-4.037006829356639,7
-3.5401941450826584,1
-5.390613041286703,7
1.190841000955293,3
-5.403949189675765,7
-3.5586434928021102,7
4.935242825121409,4
0.9914495278321546,5
4.241326381603371,4
-2.8293435264715554,1
3.225056446576245,4
-4.0051798516221035,1
-2.4772358973833724,1
4.458817901518218,6
-2.3426188369219485,1
-1.0800732699372744,2
-5.329793272740281,7
3.953034102985325,3
3.548926448107956,4
-4.058777232989616,1
-2.295200141990903,1
-1.459227459765446,5
-5.013913447261812,7
-1.5457499477729804,5
2.5629811596961503,5
-1.5463397214968437,5
4.679346821314933,6
-1.7063053232666654,2
-3.3496683304545543,1
-3.5543088731830226,1
4.328048125649643,4
