,0,1,2,3,cover_type
0,2.9148491916978623,-0.6105710548897384,1.3483534318285504,-0.5431739967338746,3
1,-4.400131627422676,0.16498962390418775,-1.0355165672641389,0.9842071223991132,7
2,0.10605388977509804,-1.889250816102253,0.5059079964731447,-2.565422823571752,5
3,3.5892201746886223,0.20410964737159037,1.8380053050995813,1.1535652072319624,6
4,3.937741414496293,1.809471265773719,-2.58473363582469,-0.31359216082059926,3
5,3.082242234652592,0.8462680388054833,1.3199713700650142,1.4517742074018114,3
6,-0.702721579924362,-2.270326036355847,-0.19918614864932532,-2.663568897042714,5
7,-2.673698334310586,-1.5743617834090797,-0.6768854904500369,1.2923761457118776,1
8,-4.496660548024798,2.6857508125055793,0.6301803934805655,0.10365476827501707,1
9,2.3969664885016,-0.02246516994616983,-0.11932211709577242,-0.10358744461293495,2
10,-2.883155739121702,-1.3643936665991125,-1.0101953548337417,0.6097242565989736,2
11,3.6614339616670155,1.8319980383315133,-2.2792716955363814,0.6193222486480892,4
12,-2.4459219969056063,-1.5147137816009306,-1.27276830719628,1.0457249013887016,1
13,0.4211160060933495,-1.9739993493918504,0.7222673898503742,-0.29036814266768896,6
14,-4.975904886973701,3.2186202107636066,0.8433155112506074,-1.639276170848283,7
15,3.4558237438348773,0.49287017115554255,0.36628578646965526,0.2189213708458913,4
16,2.2555483122916833,0.8010464288973518,1.0175496678235385,1.0178986138334711,3
17,2.5144304558373456,-0.6178675389144079,2.0863208579342376,-0.5290655569724897,3
18,2.0876792449296158,-0.6752590237141232,1.7560804947811905,0.1354397980340388,5
19,-3.6890821083130434,-1.1700274627065474,-1.1399267133382958,0.5376128717852102,7
20,-0.13604553741026815,-1.6149466404082353,0.03820875183408967,-2.4771200912438727,5
21,4.596685969382575,1.1951208267793478,-2.1606442420267067,-1.056237645247462,4
22,3.988837530458344,1.0036121098962694,-0.07785745173032216,-0.1945317538187757,3
23,-1.0268203769080209,-1.0036700078926524,-0.38926321206666464,-0.8222306579602584,6
24,4.222677527307228,1.8407787441929877,-2.683098812351799,-0.43499251658396193,4
25,-3.0240440234931376,-1.880486395242348,-0.9797927461193644,2.983480487266079,1
26,2.7093645771641808,0.6245693152076233,0.7016198580254361,1.317856422711927,6
27,4.7435010194011,1.8430598605033712,-2.094887595369717,-0.3137579414969863,4
28,-4.783498411133895,2.7024120087679915,0.59934106291016,0.025792168749239654,7
29,1.620253617308392,-0.17385337249776367,0.9544704066097042,0.2480154852251964,3
30,1.531429487729734,-0.07622003682633334,1.0255967869720435,0.26918751364878785,3
31,-1.6860154359090314,-1.6785232539761723,-1.0524746916692949,-0.07540102498784679,2
32,-3.7398742037132062,-0.6134577384118995,-0.2611175099284025,1.8384149475277847,1
33,-5.126243028512176,2.9139976130348306,0.2659105892005693,-0.0375468160252613,7
34,-4.756878063668647,2.5925724963703125,1.6523606648371434,-0.8786182656646435,7
35,3.917760166014233,0.5228157757471006,0.6270771877277883,0.697035616559159,3
36,1.1547108137401771,-1.4990047542639104,0.32403517370614865,-0.639011890943732,6
37,2.0571886353029476,1.2510669254540971,0.41037625525104654,0.8913189140896588,3
38,-3.1462178357912065,-0.8681265702319101,-0.4258573568242055,0.27675472661643163,1
39,4.280222094896574,2.0061449738657524,-2.4170431987936136,-0.5150163898635433,4
40,2.8839410726959196,-0.637582088522495,2.0982681137124457,0.3542357329747456,6
41,3.7766507482615026,0.7740260410487898,0.04370706234092919,-0.22051919489482846,4
42,-5.736577507420503,3.696759438669045,0.524516916401119,-0.9180308327125533,7
43,-1.5632658903963317,-1.0674405462576877,-0.7017648926700822,-0.19070992982499363,2
