0,1,2,3,4,5,cover_type
2.91484919169785,-0.610571054889831,1.3483534318285941,-0.5431739967338288,-0.6153866804821401,2.1933971701081045,3
-4.400131627422675,0.16498962390425795,-1.0355165672641766,0.9842071223990511,-0.23816965525760514,-0.24526500586576172,7
0.10605388977508803,-1.8892508161023125,0.5059079964730869,-2.565422823571741,-0.6203020048693613,-1.31873043668704,5
3.5892201746886405,0.20410964737151702,1.8380053050995768,1.1535652072319218,0.5749607115596659,-0.1153843016152292,6
3.937741414496304,1.8094712657737086,-2.5847336358245867,-0.31359216082060315,-0.018462729211348602,0.7576016846776168,3
3.082242234652609,0.846268038805432,1.3199713700650162,1.4517742074017717,0.07540746055051464,-1.0693478166498802,3
-0.7027215799243531,-2.2703260363559,-0.1991861486493612,-2.663568897042766,0.7053540185609731,0.018046342807987042,5
-2.673698334310608,-1.5743617834090728,-0.6768854904500382,1.292376145711883,-1.8044412239084089,-0.2941577244862376,1
-4.496660548024776,2.68575081250555,0.6301803934806837,0.10365476827504105,0.5473843734103108,-0.3971499104582664,1
2.3969664885015796,-0.022465169946240288,-0.11932211709560978,-0.10358744461288844,0.16227741592631484,0.694687016694802,2
-2.8831557391217113,-1.3643936665990761,-1.0101953548337452,0.6097242565990026,0.4059075406674253,1.3565380352549476,2
3.6614339616670097,1.8319980383314856,-2.27927169553627,0.6193222486480898,-0.15177376994738778,-0.5546543416348608,4
-2.445921996905596,-1.5147137816008795,-1.2727683071962843,1.0457249013886782,0.4355243702224201,0.4082977459495206,1
0.42111600609335054,-1.9739993493919417,0.7222673898503992,-0.2903681426676282,1.2788931328413171,-0.662140235694199,6
-4.975904886973651,3.2186202107635715,0.8433155112506687,-1.639276170848301,-0.2416647699282855,0.19178224673331218,7
3.455823743834897,0.49287017115550147,0.3662857864696533,0.21892137084585367,0.5957411046221891,-0.7147762300516641,4
2.2555483122916944,0.8010464288973185,1.017549667823515,1.017898613833415,0.020763525145612444,-0.919538485508361,3
2.51443045583734,-0.6178675389144918,2.086320857934267,-0.5290655569724778,-1.1592175993723162,1.401715828812157,3
2.087679244929608,-0.6752590237141939,1.7560804947812243,0.13543979803405037,-0.5714061559414373,1.393082290382167,5
-3.6890821083130434,-1.1700274627064897,-1.139926713338345,0.5376128717852039,-0.11882388998968978,0.42459964912643866,7
-0.1360455374102733,-1.6149466404082742,0.03820875183403305,-2.477120091243872,-0.1600844069462843,-1.0720682373928774,5
4.5966859693825945,1.1951208267793145,-2.16064424202667,-1.0562376452474385,-0.05172869527718156,-1.2352821685072992,4
3.9888375304583685,1.003612109896224,-0.07785745173026797,-0.19453175381876786,0.11741968538469484,0.8742440381781285,3
-1.026820376907998,-1.0036700078926886,-0.38926321206666065,-0.8222306579602456,-0.800623167747582,-0.7554426809024063,6
4.22267752730724,1.8407787441929782,-2.6830988123516875,-0.4349925165839499,-0.165454119962934,0.8793317939659557,4
-3.0240440234931727,-1.880486395242321,-0.9797927461193594,2.983480487266082,-0.5606296021000182,0.21713004778023104,1
2.7093645771641826,0.624569315207578,0.7016198580254275,1.317856422711901,0.23293792164774962,-1.1001764544732944,6
4.743501019401119,1.8430598605033537,-2.094887595369589,-0.313757941497006,-0.5805103864090408,0.30572103803563094,4
-4.783498411133895,2.702412008767983,0.5993410629102675,0.025792168749239924,0.01772894297831476,0.0006945416220332694,7
